gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
TCF4,5.65E-10,0.523529802,0.9,0.898,2.15E-05,0.002,13.78195482,9.283328191,ENSG00000196628,18,-,protein_coding,no,transcription factor 4
PDLIM4,5.74E-10,-0.153134258,0.071,0.243,2.19E-05,-0.172,0.170462504,0.301533979,ENSG00000131435,5,+,protein_coding,no,PDZ and LIM domain 4
ILF2,5.86E-10,-0.323163123,0.194,0.417,2.24E-05,-0.223,0.415611529,0.771029864,ENSG00000143621,1,-,protein_coding,no,interleukin enhancer binding factor 2
SDF2L1,6.00E-10,-0.334738416,0.125,0.326,2.29E-05,-0.201,0.272899908,0.605316091,ENSG00000128228,22,+,protein_coding,no,stromal cell derived factor 2 like 1
SEC11C,6.00E-10,-0.242353722,0.137,0.358,2.29E-05,-0.221,0.277852143,0.511598129,ENSG00000166562,18,+,protein_coding,no,"SEC11 homolog C, signal peptidase complex subunit"
YPEL5,6.10E-10,-0.204726328,0.202,0.455,2.33E-05,-0.253,0.542192009,0.77732649,ENSG00000119801,2,+,protein_coding,no,yippee like 5
CHMP2A,6.18E-10,-0.273622469,0.217,0.476,2.36E-05,-0.259,0.566038847,0.893089303,ENSG00000130724,19,-,protein_coding,no,charged multivesicular body protein 2A
SUB1,6.20E-10,-0.378645631,0.382,0.62,2.36E-05,-0.238,1.295688682,1.984672511,ENSG00000113387,5,+,protein_coding,no,SUB1 regulator of transcription
ZNF335,6.26E-10,-0.155537844,0.054,0.217,2.39E-05,-0.163,0.127793341,0.256177709,ENSG00000198026,20,-,protein_coding,no,zinc finger protein 335
S100A13,6.40E-10,-0.39122762,0.228,0.468,2.44E-05,-0.24,0.753967145,1.300343556,ENSG00000189171,1,-,protein_coding,yes,S100 calcium binding protein A13
FAM177A1,6.43E-10,-0.234155299,0.185,0.417,2.45E-05,-0.232,0.553604837,0.827377754,ENSG00000151327,14,+,protein_coding,no,family with sequence similarity 177 member A1
MID1IP1,6.47E-10,-0.194054073,0.071,0.243,2.47E-05,-0.172,0.164459963,0.332111746,ENSG00000165175,X,+,protein_coding,no,MID1 interacting protein 1
RAB1A,6.60E-10,-0.245032287,0.228,0.487,2.52E-05,-0.259,0.681309437,0.992552251,ENSG00000138069,2,-,protein_coding,no,"RAB1A, member RAS oncogene family"
METTL7A,6.61E-10,0.995820509,0.524,0.414,2.52E-05,0.11,2.596025232,0.803229015,ENSG00000185432,12,+,protein_coding,no,methyltransferase like 7A
RACK1,6.65E-10,-0.493836369,0.604,0.797,2.54E-05,-0.193,4.544815599,6.808123389,ENSG00000204628,5,-,protein_coding,no,receptor for activated C kinase 1
DNAJB4,6.80E-10,-0.325688351,0.308,0.572,2.59E-05,-0.264,1.503971723,2.138133268,ENSG00000162616,1,+,protein_coding,yes,DnaJ heat shock protein family (Hsp40) member B4
RRP12,7.07E-10,-0.090079566,0.023,0.158,2.70E-05,-0.135,0.062333283,0.130778232,ENSG00000052749,10,-,protein_coding,yes,ribosomal RNA processing 12 homolog
FIS1,7.20E-10,-0.326778904,0.219,0.463,2.75E-05,-0.244,0.522639649,0.909709843,ENSG00000214253,7,-,protein_coding,no,"fission, mitochondrial 1"
ALAS1,7.31E-10,-0.153719011,0.054,0.214,2.79E-05,-0.16,0.102409071,0.22635671,ENSG00000023330,3,+,protein_coding,no,5'-aminolevulinate synthase 1
RNF17,7.36E-10,0.363229083,0.097,0,2.81E-05,0.097,0.286301717,0,ENSG00000132972,13,+,protein_coding,no,ring finger protein 17
STOML2,7.42E-10,-0.109886881,0.091,0.281,2.83E-05,-0.19,0.202381971,0.297542833,ENSG00000165283,9,-,protein_coding,no,stomatin like 2
PPP2R3C,7.51E-10,-0.15412242,0.137,0.356,2.87E-05,-0.219,0.361073575,0.514527187,ENSG00000092020,14,-,protein_coding,no,protein phosphatase 2 regulatory subunit B''gamma
PTMS,7.66E-10,-0.390784141,0.413,0.655,2.92E-05,-0.242,1.782308565,2.647900977,ENSG00000159335,12,+,protein_coding,no,parathymosin
AKIRIN2,7.85E-10,-0.227400915,0.094,0.281,2.99E-05,-0.187,0.152871368,0.349694101,ENSG00000135334,6,-,protein_coding,no,akirin 2
PALM,7.87E-10,-0.354928177,0.125,0.329,3.00E-05,-0.204,0.328104262,0.698541639,ENSG00000099864,19,+,protein_coding,yes,paralemmin
GSTM3,7.95E-10,-0.313038871,0.12,0.318,3.03E-05,-0.198,0.213517931,0.507579724,ENSG00000134202,1,-,protein_coding,no,glutathione S-transferase mu 3
ATP6V1B2,8.08E-10,-0.22897821,0.091,0.278,3.08E-05,-0.187,0.210253308,0.418422422,ENSG00000147416,8,+,protein_coding,yes,ATPase H+ transporting V1 subunit B2
SEM1,8.19E-10,-0.455728207,0.288,0.537,3.13E-05,-0.249,0.907786442,1.616481198,ENSG00000127922,7,-,protein_coding,no,SEM1 26S proteasome complex subunit
AL031777.3,8.44E-10,-0.176239759,0.034,0.179,3.22E-05,-0.145,0.065153209,0.203553872,ENSG00000282988,6,-,protein_coding,no,novel protein
NDUFA7,8.67E-10,-0.095925547,0.054,0.217,3.31E-05,-0.163,0.094456549,0.169701351,ENSG00000267855,19,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A7
GLUL,8.67E-10,-0.420114561,0.285,0.543,3.31E-05,-0.258,1.567662567,2.435619303,ENSG00000135821,1,-,protein_coding,yes,glutamate-ammonia ligase
RPS25,8.69E-10,-0.418467855,0.718,0.837,3.31E-05,-0.119,9.063802077,12.45034622,ENSG00000118181,11,-,protein_coding,no,ribosomal protein S25
MIR155HG,8.82E-10,-0.216339732,0.026,0.16,3.36E-05,-0.134,0.045269599,0.214375699,ENSG00000234883,21,+,lncRNA,no,MIR155 host gene
GHITM,8.90E-10,-0.230663073,0.211,0.463,3.40E-05,-0.252,0.510585405,0.772481815,ENSG00000165678,10,+,protein_coding,no,growth hormone inducible transmembrane protein
POU3F1,8.97E-10,-0.164270513,0.003,0.11,3.42E-05,-0.107,0.008552996,0.130183794,ENSG00000185668,1,-,protein_coding,no,POU class 3 homeobox 1
PUF60,8.99E-10,-0.288471736,0.134,0.342,3.43E-05,-0.208,0.237074786,0.510896102,ENSG00000179950,8,-,protein_coding,no,poly(U) binding splicing factor 60
NR1H2,9.04E-10,-0.112634822,0.16,0.39,3.45E-05,-0.23,0.434701372,0.551200634,ENSG00000131408,19,+,protein_coding,no,nuclear receptor subfamily 1 group H member 2
FDX2,9.11E-10,-0.085012854,0.009,0.123,3.48E-05,-0.114,0.007818378,0.068990123,ENSG00000267673,19,-,protein_coding,no,ferredoxin 2
COPS8,9.13E-10,-0.297061944,0.097,0.286,3.48E-05,-0.189,0.167898756,0.434926816,ENSG00000198612,2,+,protein_coding,no,COP9 signalosome subunit 8
COPS9,9.43E-10,-0.235610685,0.222,0.484,3.60E-05,-0.262,0.729860918,1.03674693,ENSG00000172428,2,-,protein_coding,no,COP9 signalosome subunit 9
BAX,9.54E-10,-0.186410523,0.097,0.283,3.64E-05,-0.186,0.156101313,0.315561191,ENSG00000087088,19,+,protein_coding,no,"BCL2 associated X, apoptosis regulator"
RYBP,9.80E-10,-0.326851786,0.245,0.487,3.74E-05,-0.242,0.695263995,1.126324435,ENSG00000163602,3,-,protein_coding,no,RING1 and YY1 binding protein
FLCN,9.80E-10,-0.132752211,0.085,0.27,3.74E-05,-0.185,0.244368035,0.364304287,ENSG00000154803,17,-,protein_coding,yes,folliculin
MRNIP,9.88E-10,-0.138454795,0.06,0.227,3.77E-05,-0.167,0.165586585,0.282990932,ENSG00000161010,5,-,protein_coding,no,MRN complex interacting protein
MT-RNR1,9.99E-10,-0.346864283,1,0.984,3.81E-05,0.016,312.2389262,397.3751869,NA,NA,NA,NA,NA,NA
EIF3H,1.01E-09,-0.293765869,0.251,0.5,3.86E-05,-0.249,0.705335161,1.090461072,ENSG00000147677,8,-,protein_coding,no,eukaryotic translation initiation factor 3 subunit H
CAMLG,1.03E-09,-0.35326281,0.236,0.487,3.94E-05,-0.251,0.653653043,1.112453202,ENSG00000164615,5,+,protein_coding,no,calcium modulating ligand
PDCL3,1.03E-09,-0.154233328,0.043,0.195,3.94E-05,-0.152,0.08852386,0.211342099,ENSG00000115539,2,+,protein_coding,no,phosducin like 3
RSL24D1,1.03E-09,-0.327860092,0.242,0.481,3.95E-05,-0.239,0.685833883,1.115974845,ENSG00000137876,15,-,protein_coding,no,ribosomal L24 domain containing 1
ERH,1.04E-09,-0.326173554,0.208,0.447,3.98E-05,-0.239,0.467550552,0.839844393,ENSG00000100632,14,-,protein_coding,no,ERH mRNA splicing and mitosis factor
SF3B6,1.08E-09,-0.285741288,0.236,0.489,4.12E-05,-0.253,0.576025125,0.921232106,ENSG00000115128,2,-,protein_coding,no,splicing factor 3b subunit 6
F2R,1.10E-09,1.033330333,0.368,0.214,4.18E-05,0.154,1.625068746,0.282558713,ENSG00000181104,5,+,protein_coding,yes,coagulation factor II thrombin receptor
PIM2,1.10E-09,-0.151728571,0.014,0.136,4.19E-05,-0.122,0.02289018,0.136328398,ENSG00000102096,X,-,protein_coding,no,"Pim-2 proto-oncogene, serine/threonine kinase"
PRDX6,1.14E-09,-0.369792954,0.262,0.505,4.36E-05,-0.243,0.802301667,1.328875412,ENSG00000117592,1,+,protein_coding,no,peroxiredoxin 6
DPH3,1.16E-09,-0.085465363,0.066,0.235,4.41E-05,-0.169,0.109393021,0.177099207,ENSG00000154813,3,-,protein_coding,no,diphthamide biosynthesis 3
ADD1,1.16E-09,0.981065773,0.638,0.591,4.43E-05,0.047,4.545002855,1.809128129,ENSG00000087274,4,+,protein_coding,yes,adducin 1
STAB1,1.21E-09,-0.145345376,0.171,0.417,4.61E-05,-0.246,0.623796934,0.795911928,ENSG00000010327,3,+,protein_coding,yes,stabilin 1
C19orf53,1.23E-09,-0.207539403,0.225,0.481,4.71E-05,-0.256,0.646731474,0.901508941,ENSG00000104979,19,+,protein_coding,no,chromosome 19 open reading frame 53
NFKB2,1.33E-09,-0.103938351,0.066,0.238,5.09E-05,-0.172,0.161016837,0.247748566,ENSG00000077150,10,+,protein_coding,no,nuclear factor kappa B subunit 2
EMP3,1.36E-09,-0.607888578,0.217,0.43,5.17E-05,-0.213,0.483421884,1.260775185,ENSG00000142227,19,+,protein_coding,yes,epithelial membrane protein 3
CYSTM1,1.36E-09,-0.230761889,0.162,0.388,5.17E-05,-0.226,0.372419439,0.610471752,ENSG00000120306,5,+,protein_coding,yes,cysteine rich transmembrane module containing 1
RNF122,1.38E-09,-0.294914919,0.02,0.144,5.27E-05,-0.124,0.024979004,0.257457183,ENSG00000133874,8,-,protein_coding,no,ring finger protein 122
MRPL11,1.39E-09,-0.154312313,0.088,0.273,5.32E-05,-0.185,0.168373841,0.300272746,ENSG00000174547,11,-,protein_coding,no,mitochondrial ribosomal protein L11
COX17,1.42E-09,-0.315988544,0.208,0.452,5.41E-05,-0.244,0.562467623,0.945060243,ENSG00000138495,3,-,protein_coding,no,cytochrome c oxidase copper chaperone COX17
NOTCH4,1.47E-09,0.714462184,0.513,0.316,5.61E-05,0.197,3.188236898,1.552446749,ENSG00000204301,6,-,protein_coding,yes,notch receptor 4
GNL3,1.47E-09,-0.156800834,0.128,0.337,5.62E-05,-0.209,0.307622169,0.457753286,ENSG00000163938,3,+,protein_coding,no,G protein nucleolar 3
BRK1,1.47E-09,-0.300788624,0.276,0.535,5.62E-05,-0.259,0.900307415,1.340832083,ENSG00000254999,3,+,protein_coding,no,BRICK1 subunit of SCAR/WAVE actin nucleating complex
DAPK3,1.47E-09,-0.138560617,0.1,0.291,5.62E-05,-0.191,0.267073054,0.394801986,ENSG00000167657,19,-,protein_coding,no,death associated protein kinase 3
BEST1,1.49E-09,-0.228551427,0.003,0.107,5.67E-05,-0.104,0.005527751,0.17813456,ENSG00000167995,11,+,protein_coding,yes,bestrophin 1
SH3BP5,1.52E-09,-0.503856366,0.39,0.647,5.80E-05,-0.257,1.573312144,2.648953669,ENSG00000131370,3,-,protein_coding,no,SH3 domain binding protein 5
LINC00641,1.53E-09,-0.194643418,0.04,0.187,5.84E-05,-0.147,0.06709854,0.221231599,ENSG00000258441,14,-,lncRNA,no,long intergenic non-protein coding RNA 641
AC058791.1,1.54E-09,-0.143894707,0.034,0.176,5.89E-05,-0.142,0.070062465,0.182294729,ENSG00000273319,7,+,lncRNA,no,novel transcript
EFHD2,1.56E-09,-0.214971581,0.083,0.257,5.95E-05,-0.174,0.142725332,0.326339638,ENSG00000142634,1,+,protein_coding,no,EF-hand domain family member D2
RASD1,1.57E-09,-0.254672316,0.043,0.187,5.99E-05,-0.144,0.034478482,0.234199788,ENSG00000108551,17,-,protein_coding,yes,ras related dexamethasone induced 1
PSMB6,1.60E-09,-0.238079654,0.148,0.366,6.10E-05,-0.218,0.343084504,0.584063021,ENSG00000142507,17,+,protein_coding,no,proteasome 20S subunit beta 6
OGA,1.62E-09,0.738233913,0.575,0.441,6.16E-05,0.134,2.661152233,1.194761009,ENSG00000198408,10,-,protein_coding,no,O-GlcNAcase
TFG,1.63E-09,-0.222518088,0.197,0.439,6.23E-05,-0.242,0.490582948,0.739164924,ENSG00000114354,3,+,protein_coding,no,trafficking from ER to golgi regulator
PDE4B,1.67E-09,-0.370698642,0.151,0.356,6.35E-05,-0.205,0.441555075,0.863900179,ENSG00000184588,1,+,protein_coding,no,phosphodiesterase 4B
GLTP,1.73E-09,-0.245622639,0.131,0.342,6.59E-05,-0.211,0.270308267,0.506082999,ENSG00000139433,12,-,protein_coding,no,glycolipid transfer protein
C4orf48,1.78E-09,-0.246842598,0.097,0.283,6.80E-05,-0.186,0.193796808,0.416568041,ENSG00000243449,4,+,protein_coding,no,chromosome 4 open reading frame 48
CCNL2,1.85E-09,0.910796234,0.541,0.406,7.05E-05,0.135,2.917680455,1.083780759,ENSG00000221978,1,-,protein_coding,no,cyclin L2
ZRANB2,1.85E-09,0.864285793,0.581,0.473,7.07E-05,0.108,3.051427758,1.225523328,ENSG00000132485,1,-,protein_coding,no,zinc finger RANBP2-type containing 2
PLP2,1.86E-09,-0.171325366,0.066,0.23,7.10E-05,-0.164,0.126817642,0.268900919,ENSG00000102007,X,+,protein_coding,yes,proteolipid protein 2
PNPLA8,1.89E-09,-0.305294729,0.197,0.428,7.19E-05,-0.231,0.414406736,0.747741453,ENSG00000135241,7,-,protein_coding,no,patatin like phospholipase domain containing 8
RPLP0,1.91E-09,-0.527026403,0.647,0.816,7.29E-05,-0.169,5.192096021,7.922538654,ENSG00000089157,12,-,protein_coding,no,ribosomal protein lateral stalk subunit P0
CAVIN3,1.94E-09,-0.304361168,0.12,0.316,7.39E-05,-0.196,0.287641885,0.590072535,ENSG00000170955,11,-,protein_coding,no,caveolae associated protein 3
AC010642.2,1.95E-09,-0.122588879,0.057,0.211,7.43E-05,-0.154,0.079191994,0.174902003,ENSG00000283103,19,-,lncRNA,no,"novel transcript, antisense to ERVK3-1"
SHC1,2.09E-09,-0.313208862,0.302,0.57,7.97E-05,-0.268,0.960658471,1.436055691,ENSG00000160691,1,-,protein_coding,yes,SHC adaptor protein 1
SLC20A1,2.10E-09,-0.306750968,0.219,0.463,8.02E-05,-0.244,0.709465483,1.114470248,ENSG00000144136,2,+,protein_coding,yes,solute carrier family 20 member 1
ALG5,2.13E-09,-0.176196303,0.105,0.302,8.12E-05,-0.197,0.248877863,0.411108278,ENSG00000120697,13,-,protein_coding,no,ALG5 dolichyl-phosphate beta-glucosyltransferase
GRAMD1A,2.14E-09,-0.217045495,0.154,0.369,8.17E-05,-0.215,0.404716738,0.63277357,ENSG00000089351,19,+,protein_coding,yes,GRAM domain containing 1A
SMIM26,2.15E-09,-0.254212484,0.157,0.372,8.21E-05,-0.215,0.29243679,0.541469354,ENSG00000232388,20,+,protein_coding,no,small integral membrane protein 26
MMADHC,2.16E-09,-0.22117495,0.145,0.353,8.23E-05,-0.208,0.269563171,0.479907631,ENSG00000168288,2,-,protein_coding,no,metabolism of cobalamin associated D
NAA20,2.17E-09,-0.22402427,0.128,0.326,8.30E-05,-0.198,0.261423273,0.473326039,ENSG00000173418,20,+,protein_coding,no,"N-alpha-acetyltransferase 20, NatB catalytic subunit"
MRFAP1,2.23E-09,-0.361342938,0.296,0.559,8.49E-05,-0.263,0.859116778,1.388260707,ENSG00000179010,4,+,protein_coding,no,Morf4 family associated protein 1
NKX3-1,2.33E-09,-0.165887207,0.017,0.136,8.88E-05,-0.119,0.016616575,0.140497168,ENSG00000167034,8,-,protein_coding,no,NK3 homeobox 1
SF3B4,2.36E-09,-0.1216251,0.066,0.227,8.99E-05,-0.161,0.091596569,0.187613061,ENSG00000143368,1,-,protein_coding,no,splicing factor 3b subunit 4
ZSWIM4,2.36E-09,-0.094949321,0.026,0.158,9.01E-05,-0.132,0.054455716,0.126188113,ENSG00000132003,19,+,protein_coding,no,zinc finger SWIM-type containing 4
SMAD3,2.37E-09,-0.24598489,0.111,0.299,9.03E-05,-0.188,0.227248108,0.455396083,ENSG00000166949,15,+,protein_coding,yes,SMAD family member 3
ACKR4,2.40E-09,-0.184794158,0.023,0.15,9.15E-05,-0.127,0.025589181,0.16574085,ENSG00000129048,3,+,protein_coding,yes,atypical chemokine receptor 4
MRPL32,2.40E-09,-0.18685488,0.145,0.364,9.17E-05,-0.219,0.335392267,0.520049675,ENSG00000106591,7,+,protein_coding,no,mitochondrial ribosomal protein L32
ODF2L,2.72E-09,0.840350147,0.635,0.564,1.04E-04,0.071,3.611655269,1.575646365,ENSG00000122417,1,-,protein_coding,no,outer dense fiber of sperm tails 2 like
HSD17B10,2.74E-09,-0.130285986,0.071,0.238,1.05E-04,-0.167,0.125456112,0.231823695,ENSG00000072506,X,-,protein_coding,yes,hydroxysteroid 17-beta dehydrogenase 10
CHAC1,2.79E-09,-0.17174554,0.009,0.118,1.06E-04,-0.109,0.02008941,0.149049659,ENSG00000128965,15,+,protein_coding,no,ChaC glutathione specific gamma-glutamylcyclotransferase 1
ATP5F1E,2.84E-09,-0.329293857,0.547,0.794,1.08E-04,-0.247,4.145942722,5.465353512,ENSG00000124172,20,-,protein_coding,no,ATP synthase F1 subunit epsilon
PCBP1,2.90E-09,-0.195131323,0.316,0.578,1.10E-04,-0.262,1.178061176,1.493506215,ENSG00000169564,2,+,protein_coding,no,poly(rC) binding protein 1
C3orf58,2.91E-09,-0.137211914,0.165,0.388,1.11E-04,-0.223,0.454785364,0.599940474,ENSG00000181744,3,+,protein_coding,no,divergent protein kinase domain 2A
RNASE4,2.98E-09,-0.076544629,0.011,0.126,1.14E-04,-0.115,0.018698907,0.074207226,ENSG00000258818,14,+,protein_coding,no,ribonuclease A family member 4
RNF144B,3.01E-09,1.003408862,0.427,0.273,1.15E-04,0.154,2.342907901,0.66750923,ENSG00000137393,6,+,protein_coding,no,ring finger protein 144B
LRG1,3.04E-09,-0.257817949,0.074,0.241,1.16E-04,-0.167,0.229934334,0.470594242,ENSG00000171236,19,-,protein_coding,no,leucine rich alpha-2-glycoprotein 1
LSR,3.07E-09,-0.253787088,0.108,0.291,1.17E-04,-0.183,0.247747369,0.487730233,ENSG00000105699,19,+,protein_coding,yes,lipolysis stimulated lipoprotein receptor
MCAM,3.14E-09,-0.447080898,0.154,0.364,1.20E-04,-0.21,0.655554681,1.256983013,ENSG00000076706,11,-,protein_coding,yes,melanoma cell adhesion molecule
DCTN2,3.24E-09,-0.222833708,0.165,0.39,1.24E-04,-0.225,0.334228627,0.557076265,ENSG00000175203,12,-,protein_coding,no,dynactin subunit 2
BAMBI,3.25E-09,-0.188762443,0.077,0.246,1.24E-04,-0.169,0.148869041,0.309464364,ENSG00000095739,10,+,protein_coding,yes,BMP and activin membrane bound inhibitor
FAM50A,3.34E-09,-0.13346201,0.094,0.275,1.27E-04,-0.181,0.225959918,0.3447834,ENSG00000071859,X,+,protein_coding,no,family with sequence similarity 50 member A
BCL6,3.35E-09,-0.249624235,0.197,0.425,1.28E-04,-0.228,0.548729201,0.841280142,ENSG00000113916,3,-,protein_coding,no,BCL6 transcription repressor
ZYX,3.35E-09,-0.222290343,0.134,0.329,1.28E-04,-0.195,0.307336124,0.525117564,ENSG00000159840,7,+,protein_coding,no,zyxin
SNRPE,3.38E-09,-0.268525165,0.179,0.406,1.29E-04,-0.227,0.434316728,0.727743201,ENSG00000182004,1,+,protein_coding,no,small nuclear ribonucleoprotein polypeptide E
CACYBP,3.41E-09,-0.161830253,0.177,0.406,1.30E-04,-0.229,0.642637442,0.837627486,ENSG00000116161,1,+,protein_coding,no,calcyclin binding protein
CSF2RB,3.43E-09,-0.269525044,0.066,0.227,1.31E-04,-0.161,0.234716855,0.488341186,ENSG00000100368,22,+,protein_coding,yes,colony stimulating factor 2 receptor subunit beta
ASS1,3.46E-09,-0.155081222,0.165,0.39,1.32E-04,-0.225,0.548064027,0.723744996,ENSG00000130707,9,+,protein_coding,no,argininosuccinate synthase 1
TARS,3.47E-09,-0.155342774,0.142,0.35,1.33E-04,-0.208,0.333940299,0.48559089,ENSG00000113407,5,+,protein_coding,no,threonyl-tRNA synthetase 1
AC245060.5,3.49E-09,0.625270537,0.16,0.032,1.33E-04,0.128,0.738157983,0.126844684,ENSG00000274422,22,-,lncRNA,no,novel transcript
MB21D2,3.55E-09,-0.106148925,0.014,0.128,1.36E-04,-0.114,0.008082474,0.085050808,ENSG00000180611,3,-,protein_coding,no,Mab-21 domain containing 2
INPP1,3.56E-09,-0.249777389,0.145,0.345,1.36E-04,-0.2,0.306116274,0.553003115,ENSG00000151689,2,+,protein_coding,no,inositol polyphosphate-1-phosphatase
GAS5,3.59E-09,-0.384576314,0.376,0.628,1.37E-04,-0.252,1.667545042,2.482416946,ENSG00000234741,1,-,lncRNA,no,growth arrest specific 5
ATP6V0B,3.59E-09,-0.165328947,0.194,0.428,1.37E-04,-0.234,0.497798544,0.679663853,ENSG00000117410,1,+,protein_coding,no,ATPase H+ transporting V0 subunit b
PHB,3.61E-09,-0.229775838,0.14,0.345,1.38E-04,-0.205,0.258092936,0.475306119,ENSG00000167085,17,-,protein_coding,yes,prohibitin
CDA,3.66E-09,-0.194328825,0.108,0.299,1.39E-04,-0.191,0.228741046,0.405915345,ENSG00000158825,1,+,protein_coding,no,cytidine deaminase
DRAP1,3.77E-09,-0.178216669,0.174,0.39,1.44E-04,-0.216,0.408605406,0.593815015,ENSG00000175550,11,+,protein_coding,no,DR1 associated protein 1
SPAG7,3.83E-09,-0.065541245,0.077,0.246,1.46E-04,-0.169,0.174068826,0.228636569,ENSG00000091640,17,-,protein_coding,no,sperm associated antigen 7
CDK2,3.93E-09,-0.199925301,0.083,0.254,1.50E-04,-0.171,0.200852968,0.379346408,ENSG00000123374,12,+,protein_coding,no,cyclin dependent kinase 2
PSMA3,4.03E-09,-0.36656427,0.222,0.457,1.54E-04,-0.235,0.487058162,0.917232558,ENSG00000100567,14,+,protein_coding,no,proteasome 20S subunit alpha 3
AC003973.3,4.04E-09,0.788475665,0.185,0.051,1.54E-04,0.134,0.871424822,0.083471669,ENSG00000279377,19,-,TEC,no,TEC
FUNDC2,4.04E-09,-0.199506347,0.171,0.393,1.54E-04,-0.222,0.389879401,0.596005976,ENSG00000165775,X,+,protein_coding,no,FUN14 domain containing 2
PCBD1,4.06E-09,-0.209467766,0.085,0.254,1.55E-04,-0.169,0.088007735,0.2580215,ENSG00000166228,10,-,protein_coding,no,pterin-4 alpha-carbinolamine dehydratase 1
BCAS2,4.30E-09,-0.210633865,0.134,0.332,1.64E-04,-0.198,0.265074832,0.463940168,ENSG00000116752,1,-,protein_coding,no,BCAS2 pre-mRNA processing factor
EIF3E,4.31E-09,-0.375183599,0.413,0.66,1.64E-04,-0.247,1.639533713,2.423487374,ENSG00000104408,8,-,protein_coding,no,eukaryotic translation initiation factor 3 subunit E
IRAK2,4.33E-09,-0.158889265,0.034,0.166,1.65E-04,-0.132,0.052262408,0.174774444,ENSG00000134070,3,+,protein_coding,yes,interleukin 1 receptor associated kinase 2
APP,4.37E-09,0.605163633,0.798,0.783,1.67E-04,0.015,8.272227042,5.095532505,ENSG00000142192,21,-,protein_coding,yes,amyloid beta precursor protein
NFKBIA,4.44E-09,-0.877413976,0.567,0.749,1.69E-04,-0.182,3.593416718,7.438471193,ENSG00000100906,14,-,protein_coding,yes,NFKB inhibitor alpha
PSMC5,4.45E-09,-0.290511313,0.179,0.404,1.70E-04,-0.225,0.421001812,0.737989911,ENSG00000087191,17,+,protein_coding,no,"proteasome 26S subunit, ATPase 5"
RPL7A,4.60E-09,-0.592068811,0.698,0.816,1.76E-04,-0.118,7.244640722,11.42802753,ENSG00000148303,9,+,protein_coding,no,ribosomal protein L7a
MEDAG,4.61E-09,-0.248072582,0.026,0.15,1.76E-04,-0.124,0.025896844,0.218375009,ENSG00000102802,13,+,protein_coding,no,mesenteric estrogen dependent adipogenesis
UBALD2,4.63E-09,-0.189796494,0.179,0.406,1.77E-04,-0.227,0.497058562,0.707549204,ENSG00000185262,17,+,protein_coding,no,UBA like domain containing 2
CSKMT,4.69E-09,-0.249581422,0.077,0.238,1.79E-04,-0.161,0.117716913,0.328811313,ENSG00000214756,11,+,protein_coding,no,citrate synthase lysine methyltransferase
MCUB,4.69E-09,-0.10868402,0.08,0.249,1.79E-04,-0.169,0.167744155,0.259113419,ENSG00000005059,4,+,protein_coding,no,mitochondrial calcium uniporter dominant negative subunit beta
VEGFC,4.71E-09,-0.350026732,0.1,0.278,1.80E-04,-0.178,0.22128752,0.55663383,ENSG00000150630,4,-,protein_coding,no,vascular endothelial growth factor C
ARPC2,4.85E-09,-0.394020292,0.416,0.682,1.85E-04,-0.266,1.611548288,2.431705313,ENSG00000163466,2,+,protein_coding,no,actin related protein 2/3 complex subunit 2
HSP90AB1,4.97E-09,-0.269218669,0.67,0.845,1.90E-04,-0.175,6.62219238,8.185923,ENSG00000096384,6,+,protein_coding,yes,heat shock protein 90 alpha family class B member 1
DERL2,5.07E-09,-0.120458701,0.066,0.225,1.93E-04,-0.159,0.151449574,0.251718312,ENSG00000072849,17,-,protein_coding,no,derlin 2
SLC35A2,5.17E-09,-0.112403333,0.048,0.195,1.97E-04,-0.147,0.100307634,0.189462901,ENSG00000102100,X,-,protein_coding,no,solute carrier family 35 member A2
PAK1IP1,5.19E-09,-0.125309849,0.034,0.168,1.98E-04,-0.134,0.063744833,0.160271132,ENSG00000111845,6,+,protein_coding,no,PAK1 interacting protein 1
MRPL50,5.43E-09,-0.179800221,0.083,0.254,2.07E-04,-0.171,0.169634619,0.324876735,ENSG00000136897,9,-,protein_coding,no,mitochondrial ribosomal protein L50
CRYAB,5.44E-09,-0.267231926,0.063,0.225,2.08E-04,-0.162,0.277206773,0.537113859,ENSG00000109846,11,-,protein_coding,no,crystallin alpha B
RASL11A,5.55E-09,-0.256240991,0.026,0.15,2.12E-04,-0.124,0.026843862,0.226423987,ENSG00000122035,13,+,protein_coding,no,RAS like family 11 member A
ARHGDIA,5.55E-09,-0.329432065,0.288,0.519,2.12E-04,-0.231,0.867541434,1.346600609,ENSG00000141522,17,-,protein_coding,no,Rho GDP dissociation inhibitor alpha
COPE,5.57E-09,-0.178319028,0.182,0.406,2.12E-04,-0.224,0.41600616,0.602302532,ENSG00000105669,19,-,protein_coding,no,COPI coat complex subunit epsilon
FAAP20,5.57E-09,-0.184595109,0.114,0.297,2.13E-04,-0.183,0.171782305,0.331728212,ENSG00000162585,1,-,protein_coding,no,FA core complex associated protein 20
CD300LG,5.58E-09,0.426019983,0.114,0.011,2.13E-04,0.103,0.375561467,0.023847344,ENSG00000161649,17,+,protein_coding,yes,CD300 molecule like family member g
