gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
NDUFS5,2.66E-13,-0.292446384,0.631,0.822,1.01E-08,-0.191,3.316393301,4.286352797,ENSG00000168653,1,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit S5
ATP5IF1,2.70E-13,-0.349823095,0.731,0.862,1.03E-08,-0.131,3.697672239,4.986733931,ENSG00000130770,1,+,protein_coding,no,ATP synthase inhibitory factor subunit 1
FTL,2.95E-13,-0.430639009,0.916,0.924,1.12E-08,-0.008,10.22799773,14.13343707,ENSG00000087086,19,+,protein_coding,no,ferritin light chain
PARL,2.99E-13,-0.361790948,0.253,0.507,1.14E-08,-0.254,0.448530785,0.861391203,ENSG00000175193,3,-,protein_coding,no,presenilin associated rhomboid like
H2AFX,3.06E-13,-0.364893666,0.324,0.582,1.17E-08,-0.258,0.653078091,1.128811996,ENSG00000188486,11,-,protein_coding,no,H2A.X variant histone
NDUFA2,3.23E-13,-0.229425417,0.577,0.816,1.23E-08,-0.239,2.785004253,3.437417626,ENSG00000131495,5,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A2
SH3BGRL3,3.61E-13,-0.359580107,0.165,0.405,1.38E-08,-0.24,0.357904421,0.742262545,ENSG00000142669,1,+,protein_coding,no,SH3 domain binding glutamate rich protein like 3
ATP5PO,3.96E-13,-0.271619802,0.529,0.763,1.51E-08,-0.234,2.043392493,2.673869053,ENSG00000241837,21,-,protein_coding,yes,ATP synthase peripheral stalk subunit OSCP
MIR7-3HG,4.03E-13,-0.305885804,0.023,0.171,1.54E-08,-0.148,0.023281339,0.264957273,ENSG00000176840,19,+,lncRNA,no,MIR7-3 host gene
GUCA1B,4.35E-13,0.512058963,0.885,0.888,1.66E-08,-0.003,8.985140746,6.001790036,ENSG00000112599,6,-,protein_coding,yes,guanylate cyclase activator 1B
SRSF7,4.41E-13,-0.481901783,0.31,0.553,1.68E-08,-0.243,0.591939222,1.223275972,ENSG00000115875,2,-,protein_coding,no,serine and arginine rich splicing factor 7
FDFT1,4.47E-13,-0.426545735,0.281,0.53,1.71E-08,-0.249,0.542415165,1.073024082,ENSG00000079459,8,+,protein_coding,no,farnesyl-diphosphate farnesyltransferase 1
IDI1,4.48E-13,-0.429655789,0.339,0.589,1.71E-08,-0.25,0.671109152,1.250837273,ENSG00000067064,10,-,protein_coding,no,isopentenyl-diphosphate delta isomerase 1
RPL39,4.59E-13,-0.531175791,0.808,0.845,1.75E-08,-0.037,6.005613061,9.123856778,ENSG00000198918,X,-,protein_coding,no,ribosomal protein L39
ARL6IP5,4.81E-13,-0.429359151,0.83,0.924,1.83E-08,-0.094,6.55431937,9.172912867,ENSG00000144746,3,+,protein_coding,yes,ADP ribosylation factor like GTPase 6 interacting protein 5
PPIA,4.97E-13,-0.121674936,0.71,0.862,1.90E-08,-0.152,3.825200786,4.249805279,ENSG00000196262,7,+,protein_coding,no,peptidylprolyl isomerase A
PRDX5,5.15E-13,-0.33576576,0.595,0.776,1.96E-08,-0.181,2.271692277,3.129029768,ENSG00000126432,11,+,protein_coding,no,peroxiredoxin 5
DTNBP1,5.34E-13,-0.384195219,0.412,0.648,2.04E-08,-0.236,1.057788491,1.685684662,ENSG00000047579,6,-,protein_coding,yes,dystrobrevin binding protein 1
SCAND1,5.49E-13,-0.293475571,0.398,0.651,2.09E-08,-0.253,1.140966434,1.623945488,ENSG00000171222,20,-,protein_coding,no,SCAN domain containing 1
CFAP36,5.81E-13,-0.382943112,0.217,0.464,2.21E-08,-0.247,0.500128217,0.956166168,ENSG00000163001,2,+,protein_coding,no,cilia and flagella associated protein 36
RPS12,6.79E-13,-0.463315882,0.896,0.908,2.59E-08,-0.012,10.40939795,14.73021672,ENSG00000112306,6,+,protein_coding,no,ribosomal protein S12
RPS3A,6.88E-13,-0.422093095,0.921,0.908,2.62E-08,0.013,10.46249597,14.35825515,ENSG00000145425,4,+,protein_coding,no,ribosomal protein S3A
SC5D,7.05E-13,-0.426256044,0.113,0.326,2.69E-08,-0.213,0.153047144,0.549397745,ENSG00000109929,11,+,protein_coding,no,sterol-C5-desaturase
MRPL14,7.53E-13,-0.346548016,0.477,0.701,2.87E-08,-0.224,1.446257024,2.110451497,ENSG00000180992,6,-,protein_coding,no,mitochondrial ribosomal protein L14
NDUFA11,7.64E-13,-0.268047041,0.391,0.648,2.92E-08,-0.257,1.186745919,1.633228364,ENSG00000174886,19,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A11
NDUFB7,8.31E-13,-0.269932449,0.545,0.75,3.17E-08,-0.205,2.159253652,2.809274417,ENSG00000099795,19,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B7
SDF2L1,9.28E-13,-0.57663765,0.05,0.217,3.54E-08,-0.167,0.067941153,0.592694762,ENSG00000128228,22,+,protein_coding,no,stromal cell derived factor 2 like 1
LDLRAD4,9.45E-13,-0.565174303,0.346,0.595,3.60E-08,-0.249,0.651765951,1.443897164,ENSG00000168675,18,+,protein_coding,no,low density lipoprotein receptor class A domain containing 4
AC018521.5,1.31E-12,-0.231575571,0.138,0.355,5.01E-08,-0.217,0.250829573,0.468619647,ENSG00000264920,17,-,lncRNA,no,novel transcript
PTGES3,1.33E-12,-0.431208237,0.575,0.76,5.05E-08,-0.185,1.807001815,2.784855531,ENSG00000110958,12,-,protein_coding,no,prostaglandin E synthase 3
SLC35F2,1.55E-12,0.470627829,0.362,0.135,5.92E-08,0.227,0.614892751,0.165388134,ENSG00000110660,11,-,protein_coding,no,solute carrier family 35 member F2
IER5L,1.66E-12,-0.319184996,0.005,0.122,6.32E-08,-0.117,0.005302647,0.254241263,ENSG00000188483,9,-,protein_coding,no,immediate early response 5 like
HIST1H1C,1.80E-12,-0.180294249,0.353,0.622,6.88E-08,-0.269,1.319430111,1.628180979,ENSG00000187837,6,-,protein_coding,no,"H1.2 linker histone, cluster member"
TPRKB,1.90E-12,-0.357573508,0.124,0.332,7.26E-08,-0.208,0.190754769,0.525677288,ENSG00000144034,2,-,protein_coding,no,TP53RK binding protein
RPS27A,1.95E-12,-0.375095795,0.937,0.908,7.45E-08,0.029,11.56013664,15.28956359,ENSG00000143947,2,+,protein_coding,yes,ribosomal protein S27a
SLC25A4,2.09E-12,-0.479477775,0.753,0.849,7.97E-08,-0.096,4.074189376,6.074632163,ENSG00000151729,4,+,protein_coding,no,solute carrier family 25 member 4
CPEB4,2.09E-12,-0.558436264,0.398,0.635,7.98E-08,-0.237,0.839169127,1.708493104,ENSG00000113742,5,+,protein_coding,no,cytoplasmic polyadenylation element binding protein 4
RPS15,2.20E-12,-0.317352123,0.928,0.941,8.40E-08,-0.013,11.13655579,14.12265223,ENSG00000115268,19,+,protein_coding,no,ribosomal protein S15
RPL23,2.22E-12,-0.400180903,0.769,0.855,8.46E-08,-0.086,4.807647895,6.664198312,ENSG00000125691,17,-,protein_coding,no,ribosomal protein L23
FSD1L,2.34E-12,0.690541143,0.753,0.701,8.93E-08,0.052,4.392938076,2.341579796,ENSG00000106701,9,+,protein_coding,no,fibronectin type III and SPRY domain containing 1 like
NACA,2.41E-12,-0.409398402,0.855,0.885,9.21E-08,-0.03,6.785548068,9.340234535,ENSG00000196531,12,-,protein_coding,no,nascent polypeptide associated complex subunit alpha
SNHG8,2.43E-12,-0.247963366,0.265,0.503,9.27E-08,-0.238,0.743449778,1.070398063,ENSG00000269893,4,+,lncRNA,no,small nucleolar RNA host gene 8
RPS18,2.52E-12,-0.452820525,0.912,0.891,9.60E-08,0.021,9.510631123,13.38604304,ENSG00000231500,6,+,protein_coding,no,ribosomal protein S18
INTS6,2.69E-12,-0.722195004,0.262,0.487,1.03E-07,-0.225,0.434199009,1.365983856,ENSG00000102786,13,-,protein_coding,no,integrator complex subunit 6
COX7C,2.86E-12,-0.297122665,0.898,0.938,1.09E-07,-0.04,8.356435971,10.49617284,ENSG00000127184,5,+,protein_coding,no,cytochrome c oxidase subunit 7C
TBCA,2.99E-12,-0.290742434,0.649,0.836,1.14E-07,-0.187,2.990494731,3.881451012,ENSG00000171530,5,-,protein_coding,no,tubulin folding cofactor A
TF,3.01E-12,1.069139095,0.371,0.145,1.15E-07,0.226,3.527431427,1.157788848,ENSG00000091513,3,+,protein_coding,no,transferrin
RPL10A,3.19E-12,-0.254582765,0.697,0.812,1.22E-07,-0.115,3.482834791,4.347980097,ENSG00000198755,6,+,protein_coding,no,ribosomal protein L10a
LAMTOR4,3.23E-12,-0.25348044,0.355,0.602,1.23E-07,-0.247,0.985626935,1.367025143,ENSG00000188186,7,+,protein_coding,no,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4"
SRP19,3.30E-12,-0.581176148,0.276,0.51,1.26E-07,-0.234,0.495484637,1.237347325,ENSG00000153037,5,+,protein_coding,no,signal recognition particle 19
PTMA,3.36E-12,-0.362140005,0.959,0.961,1.28E-07,-0.002,11.80777888,15.46223608,ENSG00000187514,2,+,protein_coding,no,prothymosin alpha
AC024610.2,3.43E-12,0.373888076,0.167,0.01,1.31E-07,0.157,0.309726244,0.010715681,ENSG00000279668,17,-,lncRNA,no,novel transcript
SNRPD2,3.72E-12,-0.286553041,0.437,0.684,1.42E-07,-0.247,1.336327445,1.849671319,ENSG00000125743,19,-,protein_coding,no,small nuclear ribonucleoprotein D2 polypeptide
MT-TQ,3.80E-12,0.32257761,0.233,0.043,1.45E-07,0.19,0.3346746,0.067259081,NA,NA,NA,NA,NA,NA
CFL1,3.92E-12,-0.338068638,0.588,0.776,1.50E-07,-0.188,1.775044978,2.507832336,ENSG00000172757,11,-,protein_coding,no,cofilin 1
ATF4,4.01E-12,-0.421096799,0.351,0.602,1.53E-07,-0.251,1.010964959,1.692571662,ENSG00000128272,22,+,protein_coding,no,activating transcription factor 4
DPYSL2,4.20E-12,-0.504202315,0.362,0.605,1.60E-07,-0.243,0.755310234,1.489624824,ENSG00000092964,8,+,protein_coding,yes,dihydropyrimidinase like 2
ARPC3,4.24E-12,-0.269528889,0.258,0.513,1.62E-07,-0.255,0.574855829,0.898353479,ENSG00000111229,12,-,protein_coding,no,actin related protein 2/3 complex subunit 3
PDE6G,4.24E-12,0.372624602,0.749,0.553,1.62E-07,0.196,7.617240603,5.655750551,ENSG00000185527,17,-,protein_coding,yes,phosphodiesterase 6G
NASP,4.43E-12,-0.479131061,0.421,0.648,1.69E-07,-0.227,0.874575281,1.612977722,ENSG00000132780,1,+,protein_coding,no,nuclear autoantigenic sperm protein
GRPEL1,4.60E-12,-0.409203499,0.199,0.421,1.75E-07,-0.222,0.29514995,0.719897562,ENSG00000109519,4,-,protein_coding,no,"GrpE like 1, mitochondrial"
TPT1,4.61E-12,-0.400291807,0.903,0.905,1.76E-07,-0.002,10.30250234,13.91675808,ENSG00000133112,13,-,protein_coding,no,"tumor protein, translationally-controlled 1"
UGCG,4.63E-12,-0.587319736,0.545,0.786,1.76E-07,-0.241,1.521149104,2.787907708,ENSG00000148154,9,+,protein_coding,no,UDP-glucose ceramide glucosyltransferase
TMA7,4.96E-12,-0.355563078,0.862,0.885,1.89E-07,-0.023,6.719717805,8.877262066,ENSG00000232112,3,+,protein_coding,no,translation machinery associated 7 homolog
RNF17,5.22E-12,0.31468663,0.152,0.003,1.99E-07,0.149,0.247702409,0.003184697,ENSG00000132972,13,+,protein_coding,no,ring finger protein 17
CCNG2,5.29E-12,-0.498278969,0.342,0.576,2.02E-07,-0.234,0.683628656,1.378171799,ENSG00000138764,4,+,protein_coding,no,cyclin G2
TECR,5.37E-12,-0.486227388,0.618,0.78,2.05E-07,-0.162,1.968883595,3.158744108,ENSG00000099797,19,+,protein_coding,no,"trans-2,3-enoyl-CoA reductase"
RPL27A,5.39E-12,-0.367071055,0.846,0.875,2.06E-07,-0.029,7.108760759,9.458126367,ENSG00000166441,11,+,protein_coding,no,ribosomal protein L27a
MXI1,5.73E-12,-0.497278754,0.394,0.618,2.19E-07,-0.224,0.743752149,1.461390824,ENSG00000119950,10,+,protein_coding,no,"MAX interactor 1, dimerization protein"
NDUFA12,6.53E-12,-0.249994963,0.532,0.737,2.49E-07,-0.205,1.853079787,2.392890936,ENSG00000184752,12,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A12
PDIA3,6.55E-12,-0.466475467,0.371,0.592,2.50E-07,-0.221,0.674246914,1.313356767,ENSG00000167004,15,+,protein_coding,no,protein disulfide isomerase family A member 3
HLA-F-AS1,6.99E-12,-0.199824219,0.023,0.161,2.67E-07,-0.138,0.024808377,0.177052274,ENSG00000214922,6,-,lncRNA,no,HLA-F antisense RNA 1
POMP,7.22E-12,-0.284722942,0.557,0.776,2.76E-07,-0.219,2.171467158,2.863406128,ENSG00000132963,13,+,protein_coding,no,proteasome maturation protein
AHSA1,7.36E-12,-0.494484339,0.396,0.622,2.81E-07,-0.226,0.835242824,1.585521496,ENSG00000100591,14,+,protein_coding,no,activator of HSP90 ATPase activity 1
RGS16,7.38E-12,-0.350853099,0.054,0.22,2.82E-07,-0.166,0.064060857,0.357012269,ENSG00000143333,1,-,protein_coding,yes,regulator of G protein signaling 16
NXPH4,7.47E-12,-0.325063832,0.038,0.191,2.85E-07,-0.153,0.056336901,0.323294219,ENSG00000182379,12,+,protein_coding,no,neurexophilin 4
POLR2L,7.53E-12,-0.345855159,0.466,0.711,2.87E-07,-0.245,1.618926754,2.32840472,ENSG00000177700,11,-,protein_coding,no,RNA polymerase II subunit L
MT-ATP6,7.79E-12,0.552996654,0.998,0.997,2.97E-07,0.001,182.0989211,123.8007528,ENSG00000198899,MT,+,protein_coding,no,mitochondrially encoded ATP synthase membrane subunit 6
RPLP2,8.43E-12,-0.296434584,0.753,0.875,3.22E-07,-0.122,4.496603569,5.750409465,ENSG00000177600,11,+,protein_coding,no,ribosomal protein lateral stalk subunit P2
SRSF3,8.63E-12,-0.439552853,0.312,0.546,3.29E-07,-0.234,0.695707116,1.299690738,ENSG00000112081,6,+,protein_coding,no,serine and arginine rich splicing factor 3
CLK1,8.85E-12,-0.546353877,0.369,0.586,3.37E-07,-0.217,0.696619694,1.477726747,ENSG00000013441,2,-,protein_coding,no,CDC like kinase 1
TMEM126A,9.25E-12,-0.38845589,0.158,0.365,3.53E-07,-0.207,0.213517831,0.588484703,ENSG00000171202,11,+,protein_coding,no,transmembrane protein 126A
NDUFB11,9.33E-12,-0.240899243,0.568,0.773,3.56E-07,-0.205,2.197562345,2.778652195,ENSG00000147123,X,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B11
SURF2,9.55E-12,-0.279981869,0.088,0.273,3.64E-07,-0.185,0.136370516,0.379757928,ENSG00000148291,9,+,protein_coding,yes,surfeit 2
RNMT,9.61E-12,-0.538801328,0.459,0.684,3.67E-07,-0.225,1.016995524,1.930220457,ENSG00000101654,18,+,protein_coding,no,RNA guanine-7 methyltransferase
TCTEX1D2,1.01E-11,-0.233608786,0.217,0.461,3.84E-07,-0.244,0.495093906,0.757890112,ENSG00000213123,3,-,protein_coding,no,Tctex1 domain containing 2
PRDX4,1.04E-11,-0.315609329,0.156,0.375,3.96E-07,-0.219,0.270504961,0.58119066,ENSG00000123131,X,+,protein_coding,no,peroxiredoxin 4
AL355075.4,1.08E-11,-0.219510409,0.023,0.161,4.13E-07,-0.138,0.085510547,0.263901604,ENSG00000259001,14,-,lncRNA,no,ribonuclease P RNA component H1
SGK1,1.09E-11,-0.550942045,0.333,0.579,4.15E-07,-0.246,0.837104637,1.69143549,ENSG00000118515,6,-,protein_coding,yes,serum/glucocorticoid regulated kinase 1
OCIAD2,1.11E-11,-0.226100964,0.425,0.661,4.24E-07,-0.236,1.310809682,1.702883647,ENSG00000145247,4,-,protein_coding,no,OCIA domain containing 2
TMEM107,1.13E-11,-0.351732021,0.507,0.711,4.31E-07,-0.204,1.357138697,2.00792516,ENSG00000179029,17,-,protein_coding,no,transmembrane protein 107
AP005131.7,1.19E-11,-0.288645535,0.061,0.23,4.53E-07,-0.169,0.106041364,0.351021726,ENSG00000272746,18,+,lncRNA,no,"novel transcript, sense intronic to LDLRAD4"
HIKESHI,1.36E-11,-0.249557592,0.235,0.467,5.18E-07,-0.232,0.456168817,0.731155371,ENSG00000149196,11,+,protein_coding,no,heat shock protein nuclear import factor hikeshi
DCTN3,1.49E-11,-0.265644086,0.473,0.704,5.67E-07,-0.231,1.445965028,1.940472225,ENSG00000137100,9,-,protein_coding,no,dynactin subunit 3
MRPL21,1.51E-11,-0.250166686,0.215,0.451,5.75E-07,-0.236,0.436700614,0.708732004,ENSG00000197345,11,-,protein_coding,no,mitochondrial ribosomal protein L21
RGS9BP,1.65E-11,-0.427399923,0.425,0.645,6.29E-07,-0.22,0.894632563,1.547916517,ENSG00000186326,19,+,protein_coding,no,regulator of G protein signaling 9 binding protein
SLC25A36,1.73E-11,-0.450511791,0.52,0.73,6.61E-07,-0.21,1.205247541,2.013525765,ENSG00000114120,3,+,protein_coding,no,solute carrier family 25 member 36
ITGAE,1.76E-11,-0.131923232,0.161,0.385,6.71E-07,-0.224,0.384612676,0.517194128,ENSG00000083457,17,-,protein_coding,yes,integrin subunit alpha E
FOXJ1,1.81E-11,-0.180601648,0.02,0.151,6.90E-07,-0.131,0.047174187,0.186821598,ENSG00000129654,17,-,protein_coding,no,forkhead box J1
NAA38,1.86E-11,-0.290945669,0.505,0.73,7.11E-07,-0.225,2.030038498,2.707076257,ENSG00000183011,17,-,protein_coding,no,"N-alpha-acetyltransferase 38, NatC auxiliary subunit"
ZNHIT1,1.89E-11,-0.184533037,0.324,0.586,7.20E-07,-0.262,0.853489595,1.106396535,ENSG00000106400,7,+,protein_coding,no,zinc finger HIT-type containing 1
DBP,1.92E-11,-0.395761593,0.482,0.694,7.31E-07,-0.212,1.215784054,1.9151677,ENSG00000105516,19,-,protein_coding,no,D-box binding PAR bZIP transcription factor
VOPP1,2.00E-11,0.569339411,0.812,0.836,7.64E-07,-0.024,5.378235762,3.298454439,ENSG00000154978,7,-,protein_coding,no,VOPP1 WW domain binding protein
MT-CO3,2.04E-11,0.560031118,0.984,0.993,7.77E-07,-0.009,136.0177843,91.93745493,ENSG00000198938,MT,+,protein_coding,no,mitochondrially encoded cytochrome c oxidase III
AC022075.1,2.06E-11,-0.333374103,0.238,0.461,7.84E-07,-0.223,0.43489157,0.807901183,ENSG00000245648,12,+,lncRNA,no,"novel transcript, antisense to KLRK1"
TMBIM4,2.16E-11,-0.386697977,0.398,0.641,8.22E-07,-0.243,0.916946921,1.506211845,ENSG00000155957,12,-,protein_coding,no,transmembrane BAX inhibitor motif containing 4
MSMO1,2.31E-11,-0.363574376,0.219,0.444,8.83E-07,-0.225,0.464649627,0.884432294,ENSG00000052802,4,+,protein_coding,yes,methylsterol monooxygenase 1
FRY,2.57E-11,0.428089251,0.373,0.158,9.81E-07,0.215,0.850760216,0.375569222,ENSG00000073910,13,+,protein_coding,no,FRY microtubule binding protein
HSP90AB1,2.67E-11,-0.536253568,0.855,0.941,1.02E-06,-0.086,7.061345754,10.6905773,ENSG00000096384,6,+,protein_coding,yes,heat shock protein 90 alpha family class B member 1
UCHL1,2.84E-11,-0.585366119,0.26,0.503,1.08E-06,-0.243,0.936756031,1.90594692,ENSG00000154277,4,+,protein_coding,yes,ubiquitin C-terminal hydrolase L1
IFRD1,3.03E-11,-0.343738043,0.183,0.405,1.15E-06,-0.222,0.334001601,0.692901977,ENSG00000006652,7,+,protein_coding,no,interferon related developmental regulator 1
GUK1,3.07E-11,-0.401969549,0.993,0.99,1.17E-06,0.003,38.49474561,51.18482273,ENSG00000143774,1,+,protein_coding,no,guanylate kinase 1
CNPY2,3.12E-11,-0.324468172,0.244,0.477,1.19E-06,-0.233,0.415771262,0.772832665,ENSG00000257727,12,-,protein_coding,no,canopy FGF signaling regulator 2
HIST3H2A,3.17E-11,-0.431145776,0.434,0.622,1.21E-06,-0.188,1.356133736,2.176784453,ENSG00000181218,1,-,protein_coding,no,H2A.W histone
HSPA2,3.91E-11,-0.211121459,0.007,0.115,1.49E-06,-0.108,0.006652718,0.165288774,ENSG00000126803,14,+,protein_coding,yes,heat shock protein family A (Hsp70) member 2
ATP5F1E,4.06E-11,-0.160829213,0.808,0.914,1.55E-06,-0.106,6.788586576,7.707090713,ENSG00000124172,20,-,protein_coding,no,ATP synthase F1 subunit epsilon
GADD45GIP1,4.09E-11,-0.167445444,0.405,0.658,1.56E-06,-0.253,1.469457991,1.773369555,ENSG00000179271,19,-,protein_coding,no,GADD45G interacting protein 1
AL451085.1,4.31E-11,-0.186577648,0.002,0.102,1.64E-06,-0.1,0.003004573,0.141480197,ENSG00000270361,1,+,lncRNA,no,novel transcript
C12orf57,4.37E-11,-0.360752012,0.339,0.582,1.67E-06,-0.243,0.862314053,1.391388284,ENSG00000111678,12,+,protein_coding,no,chromosome 12 open reading frame 57
DAD1,4.67E-11,-0.266268172,0.389,0.628,1.78E-06,-0.239,1.094995864,1.519636417,ENSG00000129562,14,-,protein_coding,no,defender against cell death 1
ATF7IP2,5.94E-11,-0.478328727,0.136,0.326,2.27E-06,-0.19,0.182872778,0.647894226,ENSG00000166669,16,+,protein_coding,no,activating transcription factor 7 interacting protein 2
TXN,6.74E-11,-0.287910058,0.253,0.48,2.57E-06,-0.227,0.54350209,0.884416011,ENSG00000136810,9,-,protein_coding,no,thioredoxin
ROGDI,6.86E-11,-0.390590369,0.55,0.74,2.62E-06,-0.19,1.557005919,2.352055112,ENSG00000067836,16,-,protein_coding,no,rogdi atypical leucine zipper
SV2B,6.91E-11,0.682415638,0.672,0.625,2.63E-06,0.047,2.867394912,1.409855182,ENSG00000185518,15,+,protein_coding,yes,synaptic vesicle glycoprotein 2B
PRPH,7.06E-11,-0.472709491,0.02,0.145,2.69E-06,-0.125,0.051589353,0.459304482,ENSG00000135406,12,+,protein_coding,no,peripherin
ATP5MC3,7.94E-11,-0.376035223,0.695,0.809,3.03E-06,-0.114,3.309704858,4.593007619,ENSG00000154518,2,-,protein_coding,no,ATP synthase membrane subunit c locus 3
POLR2J,8.25E-11,-0.245417903,0.226,0.457,3.15E-06,-0.231,0.567342677,0.857984597,ENSG00000005075,7,-,protein_coding,no,RNA polymerase II subunit J
GTF2H5,9.20E-11,-0.24326247,0.33,0.566,3.51E-06,-0.236,0.754915756,1.077234722,ENSG00000272047,6,+,protein_coding,no,general transcription factor IIH subunit 5
PSMB6,9.48E-11,-0.196062153,0.459,0.697,3.62E-06,-0.238,1.367252371,1.711846786,ENSG00000142507,17,+,protein_coding,no,proteasome 20S subunit beta 6
MYLIP,9.50E-11,-0.222675588,0.016,0.135,3.62E-06,-0.119,0.022384121,0.193015612,ENSG00000007944,6,+,protein_coding,yes,myosin regulatory light chain interacting protein
TRAPPC2L,9.65E-11,-0.17606852,0.136,0.339,3.68E-06,-0.203,0.29480901,0.462876349,ENSG00000167515,16,+,protein_coding,no,trafficking protein particle complex 2 like
CDKN2AIP,9.71E-11,-0.357000359,0.084,0.257,3.70E-06,-0.173,0.127688229,0.444298179,ENSG00000168564,4,+,protein_coding,no,CDKN2A interacting protein
RPS8,1.04E-10,-0.469367329,0.871,0.878,3.98E-06,-0.007,8.660894622,12.3755297,ENSG00000142937,1,+,protein_coding,no,ribosomal protein S8
CARMIL1,1.10E-10,0.239903486,0.165,0.016,4.18E-06,0.149,0.231191724,0.042575566,ENSG00000079691,6,+,protein_coding,yes,capping protein regulator and myosin 1 linker 1
RTF2,1.10E-10,-0.331803684,0.344,0.559,4.20E-06,-0.215,0.679547629,1.113854961,ENSG00000022277,20,+,protein_coding,no,replication termination factor 2
RBP3,1.19E-10,-0.529647879,0.805,0.947,4.54E-06,-0.142,8.677008192,12.96950468,ENSG00000265203,10,+,protein_coding,no,retinol binding protein 3
RPS9,1.29E-10,-0.342068335,0.869,0.875,4.92E-06,-0.006,7.792466464,10.14508923,ENSG00000170889,19,+,protein_coding,no,ribosomal protein S9
RBM3,1.32E-10,-0.245174973,0.052,0.204,5.03E-06,-0.152,0.073556736,0.272418639,ENSG00000102317,X,+,protein_coding,no,RNA binding motif protein 3
FABP12,1.32E-10,-0.248792607,0.158,0.368,5.03E-06,-0.21,0.313536614,0.560760339,ENSG00000197416,8,-,protein_coding,no,fatty acid binding protein 12
UBE2M,1.34E-10,-0.244923059,0.33,0.559,5.12E-06,-0.229,0.768111742,1.095264698,ENSG00000130725,19,-,protein_coding,no,ubiquitin conjugating enzyme E2 M
NOP56,1.42E-10,-0.465142167,0.147,0.339,5.40E-06,-0.192,0.201149663,0.658131113,ENSG00000101361,20,+,protein_coding,no,NOP56 ribonucleoprotein
CHML,1.45E-10,-0.228678934,0.034,0.171,5.54E-06,-0.137,0.043185282,0.222364333,ENSG00000203668,1,-,protein_coding,no,CHM like Rab escort protein
ALKBH7,1.47E-10,-0.240256207,0.557,0.734,5.61E-06,-0.177,2.04889577,2.601363036,ENSG00000125652,19,+,protein_coding,no,alkB homolog 7
WRB,1.56E-10,-0.505832461,0.624,0.78,5.95E-06,-0.156,2.052813402,3.334819348,ENSG00000182093,21,+,protein_coding,no,guided entry of tail-anchored proteins factor 1
AL512625.3,1.56E-10,-0.22121481,0.032,0.164,5.95E-06,-0.132,0.033903365,0.205236408,ENSG00000234665,9,-,lncRNA,no,"lncRNA negative regulator of fibroblast-like synoviocyte migration, SYNCRIP interacting"
CDK2AP2,1.60E-10,-0.385470338,0.199,0.408,6.10E-06,-0.209,0.32495347,0.730767618,ENSG00000167797,11,-,protein_coding,no,cyclin dependent kinase 2 associated protein 2
AC113410.3,1.64E-10,-0.219299535,0.016,0.132,6.27E-06,-0.116,0.019143351,0.186454296,ENSG00000279691,5,+,TEC,no,TEC
SEC11C,1.65E-10,-0.364967437,0.52,0.72,6.31E-06,-0.2,1.640331527,2.400357719,ENSG00000166562,18,+,protein_coding,no,"SEC11 homolog C, signal peptidase complex subunit"
OAZ1,1.76E-10,-0.29735739,0.839,0.885,6.71E-06,-0.046,5.476700902,6.959161837,ENSG00000104904,19,+,protein_coding,no,ornithine decarboxylase antizyme 1
UQCRQ,1.83E-10,-0.215916309,0.695,0.822,6.97E-06,-0.127,4.472810081,5.356347954,ENSG00000164405,5,+,protein_coding,no,ubiquinol-cytochrome c reductase complex III subunit VII
DST,2.03E-10,0.50394273,0.855,0.918,7.73E-06,-0.063,13.23377101,9.037327555,ENSG00000151914,6,-,protein_coding,no,dystonin
MRPL36,2.12E-10,-0.194471551,0.158,0.365,8.10E-06,-0.207,0.362025763,0.5585728,ENSG00000171421,5,-,protein_coding,no,mitochondrial ribosomal protein L36
CFL2,2.17E-10,-0.481468505,0.19,0.388,8.28E-06,-0.198,0.26706497,0.769030605,ENSG00000165410,14,-,protein_coding,no,cofilin 2
PQBP1,2.31E-10,-0.228142709,0.161,0.365,8.83E-06,-0.204,0.330944511,0.558969964,ENSG00000102103,X,+,protein_coding,no,polyglutamine binding protein 1
PTH2R,2.35E-10,-0.260665856,0.059,0.214,8.96E-06,-0.155,0.083389225,0.297934431,ENSG00000144407,2,+,protein_coding,yes,parathyroid hormone 2 receptor
PSMB1,2.38E-10,-0.210488681,0.548,0.727,9.06E-06,-0.179,1.78655586,2.224268202,ENSG00000008018,6,-,protein_coding,no,proteasome 20S subunit beta 1
SVBP,2.39E-10,-0.304566159,0.147,0.345,9.12E-06,-0.198,0.227904754,0.516520307,ENSG00000177868,1,-,protein_coding,no,small vasohibin binding protein
CHCHD10,2.50E-10,-0.301794726,0.885,0.911,9.54E-06,-0.026,8.161418631,10.29306932,ENSG00000250479,22,-,protein_coding,no,coiled-coil-helix-coiled-coil-helix domain containing 10
